UF,Sexo,Idade,Cor,Anos de Estudo,Renda
15,0,53,8,12,1400
15,1,36,8,12,800
15,1,47,8,9,1000
15,1,57,8,6,400
15,0,63,4,3,788
15,0,27,2,11,788
15,1,38,8,12,1500
15,0,28,8,15,2000
15,1,35,4,11,700
15,1,36,8,7,788
15,0,41,2,12,788
15,0,55,4,7,1200
15,0,52,8,9,600
15,1,23,8,15,1500
15,0,35,2,16,400
15,1,49,4,12,900
15,1,39,8,5,600
15,0,37,2,12,1000
15,0,39,8,16,500
15,0,60,2,5,788
15,1,46,8,12,1000
15,0,28,8,10,1386
15,0,41,2,6,1000
15,1,35,8,16,5000
15,0,43,8,9,1300
15,1,44,8,9,870
15,0,60,8,1,600
15,0,61,8,13,1700
15,0,35,2,12,1000
15,0,52,8,12,1200
15,1,62,8,16,900
15,0,47,8,12,1200
15,1,44,8,4,300
15,0,26,8,12,1000
15,0,58,4,9,400
15,1,43,8,6,3000
15,1,39,8,12,788
15,0,50,4,9,788
15,1,37,8,9,200
15,0,39,2,16,1000
15,1,38,8,9,800
15,0,63,8,12,1200
15,0,43,8,9,1500
15,1,35,8,12,1500
15,1,23,8,11,500
15,1,48,4,12,1500
15,0,63,8,13,2000
15,1,50,2,9,788
15,1,61,8,5,400
15,1,39,2,12,1800
15,0,43,8,12,1261
15,1,25,8,12,788
15,0,39,0,12,2400
15,0,22,8,10,800
15,0,56,2,12,1576
15,1,52,4,16,0
15,0,43,8,16,4000
15,1,41,8,12,1300
15,0,81,8,1,2000
15,0,47,8,11,1300
15,1,48,4,9,1200
15,1,42,8,9,1000
15,0,36,8,12,1200
15,0,59,8,12,1500
15,1,53,2,16,1100
15,0,64,8,2,1500
15,0,52,4,6,1300
15,0,26,8,12,1400
15,0,38,2,8,1350
15,1,31,8,12,788
15,1,35,8,9,480
15,1,54,8,16,788
15,1,48,0,12,788
15,0,55,8,3,1800
15,0,40,8,12,980
15,1,42,4,12,1500
15,0,34,2,12,1500
15,0,49,8,9,2000
15,0,37,4,12,3000
15,0,41,8,9,700
15,1,36,8,9,600
15,0,25,8,1,800
15,1,41,8,9,50
15,1,36,8,9,788
15,0,60,8,4,1300
15,1,41,2,16,1000
15,1,43,8,5,788
15,0,53,2,12,1300
15,0,31,8,12,788
15,1,53,8,16,3500
15,1,40,8,16,3000
15,1,45,8,15,788
15,0,48,8,16,6000
15,0,43,4,6,1200
15,0,38,8,12,1500
15,0,35,8,4,788
15,1,46,4,6,600
15,1,44,8,12,900
15,0,48,8,6,788
15,1,16,4,6,500
15,0,52,4,5,600
15,1,56,4,16,3000
15,0,45,4,12,2500
15,0,41,4,12,2500
15,1,32,2,16,3500
15,0,48,8,12,4000
15,0,36,8,8,1150
15,1,40,2,12,850
15,1,45,8,10,400
15,0,48,8,12,7000
15,0,27,8,1,700
15,0,48,8,6,800
15,0,30,8,9,300
15,1,39,8,9,250
15,0,64,8,4,788
15,0,75,2,9,1000
15,0,47,4,6,788
15,0,33,4,12,788
15,0,44,8,12,1100
15,0,56,8,1,800
15,0,46,8,12,1500
15,0,57,8,6,3380
15,0,57,8,1,1000
15,0,33,4,12,1200
15,0,40,6,9,1500
15,1,49,8,9,500
15,0,39,4,9,800
15,0,49,8,9,240
15,1,57,8,9,1000
15,1,31,4,12,1700
15,0,52,8,12,2500
15,1,23,8,12,350
15,0,47,8,9,788
15,0,61,2,9,1500
15,0,41,0,14,4500
15,1,68,8,7,900
15,0,32,8,9,600
15,0,51,8,9,500
15,0,43,8,12,1300
15,1,52,8,12,380
15,1,31,8,12,500
15,0,45,8,12,700
15,1,47,8,12,1100
15,0,24,8,12,700
15,0,29,8,12,1200
15,0,55,2,9,650
15,0,55,8,9,500
15,0,37,8,11,1200
15,0,21,2,11,788
15,0,43,8,6,788
15,0,50,8,9,500
15,0,35,8,9,500
15,0,71,4,4,120
15,0,35,8,12,500
15,1,31,8,17,500
15,0,36,8,16,2500
15,0,34,4,12,650
15,0,60,8,6,788
15,0,47,8,12,850
15,0,60,8,5,788
15,0,45,8,6,750
15,1,35,2,9,1030
15,0,29,8,7,910
15,0,31,8,5,788
15,0,55,2,12,1200
15,1,50,2,16,3500
15,1,59,8,5,600
15,1,37,8,12,500
15,0,43,8,11,1000
15,1,57,8,9,700
15,0,45,8,11,800
15,0,34,2,12,800
15,1,58,2,16,3200
15,0,54,8,12,800
15,0,40,8,9,700
15,0,61,8,1,600
15,0,39,8,12,600
15,0,42,4,6,650
15,1,32,8,9,950
15,1,46,8,9,800
15,1,27,8,12,400
15,0,35,8,5,788
15,0,46,8,12,1000
15,0,58,8,6,1000
15,0,49,2,12,1400
15,0,45,8,12,1000
15,0,39,8,10,1576
15,0,37,8,5,1500
15,0,54,2,5,1200
15,0,61,8,1,600
15,0,44,2,12,3500
15,0,27,8,16,3000
15,1,42,2,11,788
15,1,20,8,9,600
15,0,54,2,9,800
15,0,41,8,12,1500
15,0,24,2,11,1200
15,1,39,8,2,600
15,0,32,8,12,1800
15,0,55,8,9,1000
15,1,44,8,6,788
15,0,20,8,12,1200
15,0,28,8,12,900
15,1,45,2,9,788
15,0,60,2,12,600
15,1,66,2,6,788
15,0,44,8,9,1200
15,0,40,2,3,900
15,0,48,8,9,800
15,1,37,8,6,788
15,0,28,8,5,1200
15,0,36,8,3,1200
15,1,38,8,12,600
15,0,37,8,4,1200
15,0,42,8,5,1000
15,0,40,2,5,1000
15,0,40,8,7,1400
15,1,38,8,12,788
15,0,35,8,9,1000
15,0,52,8,4,1550
15,0,46,2,15,1500
15,0,56,8,6,1200
15,1,33,2,11,788
15,0,44,8,10,1261
15,0,27,8,9,788
15,1,39,8,12,788
15,0,34,8,10,788
15,0,48,2,15,1800
15,0,50,2,15,5000
15,0,35,8,9,600
15,1,44,8,1,350
15,0,43,8,5,600
15,0,45,8,7,788
15,0,57,8,9,700
15,0,32,8,9,700
15,0,49,4,7,1000
15,1,65,8,8,700
15,0,51,8,4,1000
15,0,37,8,6,500
15,1,35,8,9,400
15,0,32,2,12,1200
15,0,24,8,12,990
15,0,26,8,5,788
15,0,44,8,7,1800
15,0,38,8,9,788
15,0,58,8,10,1000
15,0,39,2,5,1000
15,0,35,8,7,788
15,0,45,8,12,6000
15,1,55,4,9,788
15,0,61,8,9,1000
15,0,77,8,1,150
15,0,73,8,12,700
15,0,40,8,15,8000
15,1,58,8,16,5000
15,1,45,2,16,2500
15,0,44,8,12,1500
15,0,52,8,1,800
15,0,32,8,12,3000
15,0,43,4,12,2600
15,1,56,8,16,800
15,0,30,2,16,1576
15,0,24,2,12,1500
15,0,50,2,16,2500
15,0,28,8,16,2000
15,0,62,2,9,930
15,0,45,8,10,950
15,0,22,8,12,788
15,0,54,8,9,2200
15,1,56,2,12,3000
15,0,39,4,12,900
15,1,48,8,11,1200
15,0,59,8,12,4000
15,0,64,2,16,4000
15,0,47,4,9,788
15,0,26,8,12,700
15,0,53,8,12,0
15,1,37,8,12,800
15,1,48,8,12,600
15,0,32,8,6,788
15,0,48,8,12,1000
15,0,56,8,12,2500
15,0,64,8,13,3000
15,0,59,4,9,300
15,1,29,2,12,1100
15,0,60,8,9,788
15,1,55,2,12,1200
15,1,32,8,16,3000
15,0,50,8,13,800
15,0,58,2,16,1000
15,0,38,8,16,6000
15,1,55,2,16,5800
15,0,51,8,13,3000
15,1,56,8,12,1800
15,0,38,2,16,7000
15,0,52,2,12,5000
15,0,32,2,16,6500
15,0,38,8,1,900
15,1,34,8,12,788
15,0,50,2,16,11000
15,0,38,2,16,3300
15,0,50,8,11,600
15,0,57,8,12,3000
15,1,72,8,12,1200
15,1,40,4,12,600
15,1,54,2,16,4300
15,0,44,4,16,2700
15,1,21,8,13,1576
15,0,32,8,14,500
15,1,30,2,12,985
15,0,59,8,16,0
15,1,57,8,16,0
15,1,58,8,16,3000
15,0,50,2,16,1800
15,0,51,8,16,9000
15,0,50,8,16,400
15,1,41,8,12,1650
15,1,62,2,5,300
15,1,41,8,12,788
15,0,54,2,12,2200
15,0,41,2,16,5000
15,1,47,8,13,1400
15,0,69,8,7,300
15,1,59,8,6,1000
15,1,40,4,12,700
15,1,38,4,12,900
15,0,47,4,12,800
15,0,26,8,16,1600
15,0,24,2,11,900
15,0,53,8,14,3200
15,1,45,2,16,15000
15,0,39,8,16,2000
15,0,41,8,13,2500
15,1,37,8,12,860
15,0,36,8,9,830
15,0,54,8,16,4500
15,0,55,8,16,5000
15,1,43,8,12,1000
15,0,54,8,16,2300
15,0,62,8,9,788
15,1,35,8,12,1087
15,0,61,8,16,860
15,1,49,8,16,6000
15,0,29,4,16,2400
15,1,38,2,12,788
15,0,31,8,12,1038
15,0,56,8,1,900
15,0,55,8,16,980
15,1,51,8,9,788
15,0,30,2,12,1400
15,1,49,8,9,400
15,0,39,8,7,1000
15,0,60,8,1,788
15,0,64,8,12,1500
15,1,46,8,11,830
15,1,41,8,10,1500
15,1,31,8,10,1000
15,0,37,2,1,1200
15,0,49,8,15,3200
15,0,48,8,12,1576
15,1,48,8,1,788
15,0,40,4,12,2000
15,0,39,8,10,1000
15,1,29,8,14,1100
15,0,36,2,12,3940
15,0,48,8,12,800
15,0,55,8,12,8000
15,0,36,8,12,1040
15,0,28,2,15,1100
15,0,29,8,12,1200
15,0,65,8,9,850
15,1,37,8,10,788
15,0,36,8,13,2364
15,0,45,8,12,800
15,1,42,8,5,750
15,0,25,8,12,1000
15,1,64,8,6,350
15,0,51,8,7,800
15,0,37,8,9,1000
15,1,55,8,8,1200
15,0,52,8,6,1000
15,0,41,8,5,900
15,0,28,8,1,700
15,1,60,8,7,788
15,0,53,2,9,2400
15,0,37,8,12,788
15,1,26,8,9,394
15,0,41,2,12,1200
15,1,53,8,10,788
15,0,35,8,8,1500
15,0,45,8,9,1000
15,1,37,8,16,2242
15,0,31,8,5,788
15,1,53,8,1,788
15,1,32,8,12,788
15,0,30,8,12,1034
15,0,46,8,12,2500
15,0,33,8,12,1600
15,0,49,8,16,788
15,0,49,8,13,788
15,0,57,8,6,600
15,1,48,8,12,788
15,0,48,2,12,1200
15,0,51,8,2,800
15,0,59,8,5,788
15,0,47,8,11,788
15,0,41,4,12,1576
15,0,52,8,6,900
15,1,58,8,12,6000
15,0,63,2,14,900
15,0,39,8,12,1300
15,0,65,4,1,900
15,1,28,4,12,1200
15,1,42,8,2,200
15,1,42,4,16,3500
15,0,48,8,7,500
15,1,28,4,12,1576
15,0,39,8,12,2500
15,1,44,2,12,788
15,0,34,8,12,1490
15,0,26,4,12,950
15,0,29,8,12,788
15,0,47,8,11,1800
15,0,37,8,12,1350
15,0,37,2,12,1100
15,0,57,8,12,1200
15,0,51,4,12,950
15,1,41,8,12,1200
15,1,34,8,9,800
15,0,46,8,8,1250
15,0,24,8,16,2300
15,0,27,8,9,500
15,1,28,8,7,700
15,0,36,2,12,1800
15,0,55,6,12,2300
15,0,37,8,16,5500
15,1,37,8,9,788
15,0,48,2,9,3500
15,0,48,8,11,1000
15,1,26,8,12,2500
15,1,60,4,6,900
15,0,29,2,12,700
15,0,42,8,9,700
15,0,37,4,8,950
15,0,25,8,12,900
15,1,45,8,7,788
15,0,56,8,9,930
15,0,37,8,12,850
15,0,27,8,11,700
15,0,32,4,12,950
15,0,40,8,11,550
15,0,44,8,6,900
15,0,32,8,12,2000
15,1,66,8,11,789
15,0,52,8,12,800
15,0,64,8,6,1000
15,0,60,8,9,3000
15,1,31,4,8,1200
15,0,43,8,11,1200
15,1,52,8,12,2500
15,1,51,8,8,1000
15,0,48,2,5,1500
15,1,73,8,12,1000
15,0,68,8,7,788
15,1,24,8,12,950
15,0,57,4,12,2800
15,0,33,2,12,4100
15,1,43,8,12,788
15,0,56,8,4,788
15,1,50,8,12,700
15,0,71,2,7,1500
15,1,53,2,7,800
15,0,42,8,12,3200
15,1,44,2,12,700
15,1,30,8,12,1400
15,1,56,8,6,600
15,0,32,8,12,1700
15,0,59,8,6,200
15,1,37,8,11,400
15,0,35,2,14,4500
15,0,64,8,1,500
15,0,39,8,9,1800
15,1,43,8,7,788
15,1,52,2,12,1500
15,0,35,8,5,800
15,0,50,8,12,788
15,1,48,2,16,200
15,1,33,8,4,788
15,1,51,8,5,788
15,1,29,4,12,788
15,0,51,4,1,788
15,1,39,4,9,360
15,0,80,4,3,788
15,1,40,8,16,2500
15,0,73,4,5,0
15,0,25,8,1,1000
15,0,59,8,1,350
15,0,39,8,5,600
15,0,38,8,10,1400
15,0,51,8,9,1083
15,1,61,8,16,1890
15,0,38,8,12,1000
15,1,53,8,12,788
15,0,33,8,6,788
15,1,42,8,12,900
15,0,41,8,12,1000
15,1,60,8,4,400
15,0,23,2,8,500
15,1,47,8,9,200
15,0,35,8,12,2000
15,1,56,2,5,150
15,1,63,8,1,450
15,0,37,8,11,1000
15,1,37,8,12,788
15,0,33,2,12,750
15,1,27,8,9,820
15,0,65,8,6,788
15,1,40,2,8,600
15,1,29,8,12,200
15,1,33,8,12,1000
15,0,27,8,4,3000
15,0,51,8,5,1500
15,0,57,8,12,1000
15,1,51,8,1,300
15,1,55,8,12,16000
15,0,37,8,11,1200
15,0,33,8,1,788
15,0,47,8,12,4500
15,0,26,8,6,1200
15,0,58,8,6,1600
15,0,31,2,5,1500
15,0,40,2,4,1200
15,1,44,8,4,1200
15,0,36,8,12,200
15,0,57,2,2,0
15,0,45,8,1,120
15,0,45,8,10,1200
15,0,25,8,12,980
15,0,34,8,5,800
15,0,59,8,4,500
15,0,40,8,5,750
15,0,58,8,4,400
15,0,38,8,7,700
15,0,47,8,6,2028
15,0,35,8,6,800
15,0,35,8,1,800
15,0,34,8,1,300
15,0,23,8,11,500
15,0,60,8,4,3000
15,0,39,8,1,788
15,0,43,2,3,600
15,0,41,8,5,560
15,0,19,8,9,850
15,1,34,8,6,400
15,0,49,2,2,500
15,0,25,8,8,850
15,0,31,8,12,2200
15,0,30,8,7,800
15,0,27,8,6,788
15,0,55,2,1,480
15,0,47,8,5,1500
15,0,46,8,12,4300
15,0,38,8,4,600
15,0,27,8,12,700
15,0,39,8,4,900
15,0,56,2,9,2000
15,0,53,8,3,900
15,0,35,8,12,788
15,0,29,8,8,800
15,1,51,8,12,1090
15,0,60,8,5,400
15,0,49,8,1,400
15,1,50,8,3,800
15,0,32,8,3,700
15,0,37,8,1,600
15,0,33,8,11,788
15,0,30,8,7,965
15,0,53,8,5,500
15,1,54,8,12,2900
15,0,61,8,16,3800
15,0,59,8,16,4000
15,0,35,8,9,1500
15,0,47,8,12,1500
15,1,37,8,12,700
15,0,23,8,1,1500
15,0,49,8,3,10000
15,0,37,8,7,800
15,0,50,8,3,1377
15,0,30,8,12,1200
15,0,30,8,8,800
15,0,46,8,12,2300
15,0,31,8,12,400
15,0,57,8,5,400
15,0,40,8,5,0
15,0,46,2,4,0
15,0,51,8,1,0
15,0,30,8,4,500
15,0,70,8,1,0
15,0,43,8,1,600
15,1,47,8,12,500
15,0,53,8,4,800
15,0,47,8,9,600
15,1,57,8,3,800
15,0,44,8,1,788
15,0,38,8,5,1000
15,0,34,8,9,1000
15,0,45,8,12,1000
15,0,32,4,4,900
15,0,26,8,6,1434
15,0,65,8,5,500
15,0,29,8,7,1100
15,0,55,8,2,2200
15,0,60,8,6,2000
15,0,70,8,16,3800
15,0,66,8,1,200
15,0,40,8,9,1200
15,1,51,8,3,0
15,0,60,8,1,0
15,1,82,4,1,0
15,0,62,8,1,700
15,0,71,2,2,0
15,0,58,8,6,0
15,1,47,8,15,800
15,1,27,8,7,788
15,1,35,2,6,0
15,1,43,8,5,0
15,1,53,8,5,0
15,0,45,8,2,200
15,0,30,8,9,1500
15,0,54,8,1,400
15,0,65,8,6,1500
15,0,46,8,16,1400
15,1,53,2,5,0
15,0,44,8,5,500
15,0,51,8,5,700
15,0,38,8,3,600
15,0,42,8,12,600
15,0,70,8,1,0
15,0,39,8,9,800
15,0,26,4,12,1800
15,0,29,8,12,1500
15,0,52,4,5,3000
15,0,41,8,10,1000
15,0,50,8,12,1014
15,0,22,8,12,1102
15,0,79,8,4,142
15,0,70,8,1,1100
15,0,58,2,3,600
15,0,30,8,12,900
15,0,36,2,5,800
15,0,52,8,12,4000
15,0,32,8,5,1800
15,0,39,8,6,2000
15,0,55,2,12,200
15,0,30,8,12,3000
15,0,50,8,12,2800
15,1,38,2,9,400
15,0,40,8,6,900
15,0,50,2,1,800
15,0,43,8,5,1200
15,0,51,8,12,1500
15,0,38,2,16,1500
15,1,29,8,12,788
15,1,43,8,16,3500
15,0,58,4,9,1200
15,1,37,2,16,700
15,0,41,4,5,700
15,0,71,8,1,200
15,0,47,8,3,800
15,0,36,4,3,0
15,1,38,8,5,400
15,0,42,8,3,200
15,0,36,2,3,100
15,0,54,8,1,50
15,0,24,8,5,50
15,0,54,8,3,400
15,1,60,8,5,0
15,0,38,8,3,400
15,0,42,8,5,450
15,0,29,8,8,450
15,0,31,8,6,400
15,0,63,8,1,0
15,0,35,8,7,500
15,0,42,8,1,450
15,0,44,8,4,500
15,0,51,8,4,400
15,0,39,8,4,400
15,0,55,4,6,600
15,0,49,2,1,600
15,0,53,8,3,600
15,0,47,8,5,0
15,0,38,8,3,1500
15,0,29,8,1,800
15,0,34,8,6,1000
15,0,29,4,4,400
15,0,47,4,1,400
15,0,47,4,4,300
15,0,28,4,6,0
15,0,25,4,9,0
15,0,74,8,5,500
15,1,48,4,2,150
15,0,57,8,2,300
15,1,37,4,16,1200
15,0,24,2,1,0
15,0,40,4,1,0
15,0,45,4,5,788
15,0,39,8,6,0
15,1,35,8,14,1100
15,0,49,8,1,500
15,0,48,4,2,700
15,1,50,8,4,400
15,0,46,8,12,800
15,0,44,2,16,3500
15,0,65,8,2,600
15,0,53,4,1,0
15,0,58,8,3,2500
15,0,57,4,5,0
15,0,52,8,1,700
15,0,61,8,1,0
15,0,48,8,1,788
15,1,25,8,12,1300
15,0,33,8,12,788
15,1,28,8,11,788
15,0,51,8,9,1300
15,0,27,8,9,788
15,0,27,8,5,850
15,0,35,8,12,850
15,0,40,8,5,700
15,0,49,4,2,0
15,0,36,8,5,0
15,0,60,8,1,0
15,0,38,8,1,0
15,0,49,8,12,1576
15,0,62,4,8,1770
15,0,54,8,6,788
15,0,34,8,5,788
15,0,37,4,1,788
15,0,61,4,3,788
15,0,26,8,12,850
15,0,25,8,12,900
15,1,41,8,6,600
15,0,43,8,9,900
15,1,49,4,16,2500
15,1,50,4,14,900
15,0,49,2,12,500
15,0,38,8,1,0
15,0,31,8,5,788
15,0,37,4,6,650
15,0,35,8,11,700
15,0,33,8,6,0
15,0,50,8,1,420
15,0,54,2,1,1000
15,0,36,4,12,2350
15,0,52,8,5,600
15,0,37,2,4,0
15,0,37,8,16,2000
15,0,52,4,12,1200
15,0,55,8,3,788
15,0,61,8,4,1200
15,0,25,8,4,600
15,1,36,8,4,600
15,0,42,2,5,200
15,0,59,8,6,788
15,0,50,8,4,788
15,1,36,8,9,150
15,0,37,8,9,600
15,0,30,8,9,1600
15,0,45,8,6,900
15,1,50,8,4,1000
15,0,46,8,9,1500
15,0,28,8,5,1500
15,0,25,2,12,1200
15,0,44,8,6,1600
15,1,51,4,1,1400
15,0,25,8,14,1900
15,0,61,8,5,1600
15,0,23,8,11,1600
15,0,64,2,1,1600
15,1,38,8,5,1200
15,0,55,8,4,1000
15,0,57,8,2,2000
15,0,30,8,9,2500
15,0,43,8,9,1400
15,0,55,8,3,900
15,0,36,8,9,1500
15,0,69,8,5,900
15,0,56,8,3,1600
15,0,52,8,4,400
15,0,55,4,3,500
15,0,30,8,9,900
15,0,33,8,9,550
15,0,34,8,16,1900
15,0,34,8,8,800
15,0,34,8,8,550
15,0,27,8,9,600
15,1,35,8,12,2000
15,0,71,8,4,700
15,1,53,2,12,250
15,0,26,2,9,350
15,1,50,2,16,8000
15,0,42,8,12,4500
15,1,27,2,7,200
15,1,38,8,12,100
15,0,34,8,12,1500
15,0,33,8,12,1120
15,0,53,8,5,200
15,0,36,8,9,500
15,0,60,4,9,300
15,0,62,8,5,300
15,1,37,8,5,400
15,1,67,8,1,200
15,0,40,8,5,2000
15,1,37,8,11,200
15,0,53,8,4,1400
15,0,41,8,12,5000
15,1,28,8,12,1800
15,0,44,8,12,3600
15,0,25,8,10,800
15,0,39,8,12,1500
15,1,39,2,12,1100
15,1,43,4,5,875
15,1,58,8,1,400
15,0,30,8,9,1400
15,0,40,2,3,800
15,0,42,8,5,700
15,0,38,8,5,800
15,0,24,8,7,844
15,1,39,8,11,250
15,1,26,2,12,720
15,1,32,8,12,800
15,1,27,2,12,900
15,1,44,8,12,1000
15,1,39,2,12,500
15,0,54,8,12,788
15,0,39,2,9,1000
15,0,26,8,12,930
15,0,26,8,6,800
15,0,23,8,8,800
15,0,24,8,1,700
15,1,29,8,9,900
15,0,36,8,12,788
15,0,43,8,4,800
15,0,37,8,1,1200
15,0,56,8,1,2000
15,0,61,8,1,600
15,0,37,8,6,780
15,0,34,8,4,920
15,0,48,8,16,400
15,0,44,2,4,4000
15,0,49,8,1,900
15,0,50,2,12,1200
15,1,32,2,16,1800
15,1,38,4,16,3000
15,0,44,8,12,788
15,1,57,2,1,1000
15,1,40,8,12,788
15,1,50,8,16,1576
15,0,42,8,12,3900
15,1,28,8,16,1576
15,1,52,8,10,788
15,0,41,8,12,800
15,0,48,8,4,600
15,1,30,8,9,500
15,1,36,8,12,788
15,0,35,4,8,1200
15,0,45,4,7,788
15,0,20,8,11,788
15,0,35,8,7,788
15,1,39,4,12,1200
15,1,40,8,12,788
15,0,64,2,12,1500
15,0,21,2,6,1000
15,0,33,8,12,1173
15,0,39,4,16,3500
15,0,42,4,4,700
15,1,44,8,5,2000
15,1,27,8,8,788
15,0,24,8,1,800
15,1,27,8,9,600
15,0,47,8,1,800
15,1,32,2,12,1200
15,1,42,8,12,1000
15,0,32,8,9,900
15,0,29,8,4,1400
15,0,40,8,12,1500
15,1,44,8,1,100
15,0,36,8,12,2270
15,0,47,4,1,500
15,0,40,8,4,400
15,0,29,2,12,1000
15,0,39,8,9,3000
15,0,26,2,1,700
15,0,60,2,1,300
15,0,54,4,1,2000
15,0,56,0,1,180
15,0,45,8,1,480
15,0,40,8,12,2200
15,0,49,8,1,1500
15,0,37,4,1,1800
15,0,34,4,12,1100
15,1,34,2,12,2500
15,0,39,4,1,650
15,0,33,2,9,200
15,0,66,8,9,0
15,1,47,6,1,600
15,0,35,8,9,650
15,0,68,8,1,560
15,0,36,8,5,2000
15,0,69,8,1,430
15,0,63,2,3,400
15,0,66,8,4,0
15,0,58,8,1,788
15,0,63,2,12,850
15,1,44,4,12,0
15,1,39,8,5,0
15,0,41,8,8,400
15,0,36,8,5,600
15,0,62,8,3,0
15,0,55,2,1,1500
15,0,56,6,1,650
15,1,48,8,16,3500
15,0,30,8,9,1100
15,0,32,2,16,2000
15,0,42,8,5,800
15,0,38,8,1,500
15,0,28,8,4,480
15,0,43,2,11,450
15,1,61,8,1,400
15,0,63,8,12,650
15,0,63,2,1,3000
15,0,38,8,5,850
15,0,52,4,1,400
15,0,48,8,1,1550
15,0,39,8,4,1000
15,0,38,2,16,2560
15,0,44,8,1,788
15,0,23,2,11,3000
15,0,52,8,9,1000
15,0,59,4,5,500
15,1,26,8,9,600
15,1,40,8,7,788
15,1,33,8,12,1014
15,0,32,2,9,800
15,1,50,8,4,300
15,0,29,4,4,788
15,0,65,8,1,900
15,0,52,8,7,788
15,0,40,2,1,400
15,0,28,8,4,500
15,0,61,8,5,788
15,0,41,8,3,720
15,0,24,8,4,800
15,1,32,2,11,250
15,0,35,2,6,1500
15,1,51,2,7,788
15,0,28,8,6,1500
15,1,45,8,8,450
15,0,41,8,2,500
15,0,41,8,5,600
15,0,53,2,4,700
15,0,56,8,8,1600
15,0,44,4,6,800
15,0,43,8,5,3000
15,0,27,4,9,600
15,1,49,8,16,788
15,1,57,4,2,0
15,0,39,4,12,4000
15,0,21,2,12,3000
15,0,28,8,1,788
15,0,36,8,12,3000
15,1,35,8,10,700
15,0,62,4,2,1000
15,1,45,4,16,1300
15,1,45,4,13,3000
15,1,51,8,8,820
15,0,43,8,1,1500
15,1,37,2,12,600
15,1,61,8,5,1500
15,0,46,8,1,1450
15,0,55,8,1,1300
15,0,32,2,5,830
15,0,58,8,1,1500
15,0,46,8,5,700
15,0,71,2,5,1200
15,0,26,2,12,850
15,0,63,8,6,2500
15,1,65,8,1,500
15,1,62,4,3,700
15,0,35,8,6,1500
15,0,45,2,5,1000
15,1,43,8,5,400
15,1,48,4,15,2500
15,0,37,8,2,1500
15,0,60,8,1,250
15,0,50,8,6,600
15,0,62,8,4,400
15,0,36,8,1,800
15,1,53,8,5,350
15,0,53,8,9,2000
15,0,36,8,12,788
15,0,36,8,1,788
15,0,78,4,1,580
15,0,50,8,3,1200
15,1,26,8,5,150
15,1,74,8,1,60
15,0,34,8,6,400
15,0,37,8,9,1000
15,1,29,8,12,300
15,0,54,8,12,6000
15,0,49,2,11,2500
15,1,26,8,6,100
15,0,41,8,4,800
15,0,40,4,2,500
15,0,24,8,12,900
15,0,43,2,2,700
15,0,52,8,5,500
15,0,67,8,1,1000
15,0,38,8,5,1200
15,0,70,8,1,500
15,0,31,8,6,700
15,0,69,2,1,800
15,0,55,8,4,300
15,0,63,8,4,800
15,0,59,8,6,600
15,0,48,8,13,700
15,0,65,2,1,1000
15,0,42,2,8,500
15,0,59,2,5,700
15,1,51,8,3,0
15,1,51,8,4,0
15,0,52,8,1,600
15,0,44,8,11,1400
15,0,68,8,8,900
15,0,48,8,12,4000
15,1,30,8,12,1500
15,0,48,2,11,1500
15,1,36,8,3,300
15,0,52,8,16,6000
15,0,32,2,3,1000
15,0,25,4,12,1200
15,0,30,8,6,700
15,0,46,8,16,1500
15,0,61,8,7,800
15,0,61,8,5,1000
15,1,53,8,12,788
15,0,54,2,6,1200
15,0,63,8,4,350
15,1,56,8,3,400
15,0,48,2,2,750
15,0,56,8,3,750
15,0,18,8,5,400
15,0,65,8,4,60
15,0,26,8,4,150
15,0,65,8,3,7000
15,0,65,8,3,11000
15,0,35,8,3,600
15,0,29,2,3,200
15,1,61,8,1,50
15,0,23,2,12,200
15,0,54,8,5,700
15,0,57,8,9,200
15,0,27,8,6,580
15,0,57,2,1,850
15,0,44,8,1,800
15,0,44,8,1,600
15,0,50,2,3,800
15,1,35,2,9,788
15,0,59,8,1,800
15,0,53,8,7,500
15,0,34,8,4,800
15,0,32,8,2,360
15,0,56,8,3,800
15,0,52,4,1,600
15,0,25,8,12,788
15,0,42,8,4,1100
15,0,44,8,12,3000
15,0,35,4,9,800
15,0,52,8,4,900
15,0,45,8,9,720
15,1,32,8,12,2200
15,1,52,8,16,2000
15,0,49,8,12,2500
15,0,54,8,12,3000
15,0,36,8,4,788
15,0,39,8,4,720
15,0,31,8,9,720
15,0,44,8,4,800
15,1,36,2,6,400
15,1,48,8,12,1100
15,0,28,8,11,1440
15,0,55,2,2,400
15,0,30,8,5,720
15,0,37,8,5,500
15,0,61,8,4,0
15,0,34,8,15,400
15,0,61,2,4,300
15,0,52,2,4,200
15,0,38,8,1,788
15,0,36,8,4,788
15,0,48,8,5,9000
15,0,45,8,2,788
15,0,35,2,9,1440
15,0,44,8,12,788
15,1,29,8,9,500
15,0,28,2,4,1000
15,0,43,4,4,788
15,0,39,8,8,1000
15,0,47,8,7,600
15,0,59,8,4,500
15,0,48,8,2,400
15,0,52,8,1,140
15,0,50,8,4,800
15,0,36,8,5,300
15,0,40,8,1,400
15,1,38,8,2,320
15,0,52,8,4,2000
15,0,61,8,4,250
15,0,65,8,10,788
15,0,59,8,12,6000
15,0,35,8,12,788
15,1,57,8,1,2000
15,0,56,8,1,4500
15,0,45,8,6,800
15,0,45,8,5,850
15,0,37,8,3,500
